# PKG-HYGIENE-VPS-P5 — deletions log — 2026-08-11T23:59:44Z
# base origin/main=66564a20dbbd9167fce764e4089b9d3bd5d5d413 ; formato: SHA<TAB>rama<TAB>clase<TAB>razon
2de2fe132303b4ca5cc37e28d7278ff644c596af	rick-delivery/fix-notion-poller-bot-skip-loop	SUBSUMED_DOCS	subsumido por el mismo PR #611; variante anterior del mismo fix
3aebd2142d36811cc1f0c5725a326ebd286cf71f	rick/foundry-1-audit-script	SUBSUMED_DOCS	audit ya ejecutado y documentado en main (docs/audits/foundry-gpt-5.5-audit-20260606.md); ruta Foundry abandonada (OAuth #525); ps1 exportado
5d8cf3165a706eec1e88c9d14c67a72d9ac24bfb	rick/stage7_5-integration	SUBSUMED_DOCS	commits aterrizados via PR #385/#390; blobs intermedios contenidos en historia de voice-v4
9a06ad94541f1358eddac892189623a6426a32d7	rick/stage7_5-voice-v2	SUBSUMED_DOCS	estados intermedios de la cadena voice; contenido preservado en main y en KEEP multiformat; reports exportados
2625b455d8d78b35d8b2688fc9f02fbc837acd84	rick/stage7_5-voice-v4	SUBSUMED_DOCS	superset en main via PR #390 y en KEEP multiformat; export hecho
155d4f021fd5a0ee00df7582e908caece4c44749	tournament/umbral-agent-stack-375-fa19920/lane-docs-explanatory	SUBSUMED_DOCS	lane perdedora; ganadora mergeo #376 con hunk identico
77b8ca898d2a72582dd85d8206560b9baa9aa79d	tournament/umbral-agent-stack-440-462ef1c1/lane-backup-impl	SUBSUMED_DOCS	main implemento contrato identico via 2fe5853 (#444); lane exportada
815851d2a817148ea45d1e6f158a43cc2bd9989a	tournament/umbral-agent-stack-440-462ef1c1/lane-backup-qa	SUBSUMED_DOCS	misma feature que lane-impl; subsumida por 2fe5853 (#444); export hecho
9741e7cecf82992970d7ad2c8ce2b3e8efeac7e5	tournament/umbral-agent-stack-445-d5f34a07/lane-sync-delivery	SUBSUMED_DOCS	lane de torneo; veredicto SUBSUMED confirmado por refutador; adapters exportados
ca6b86be2668f07dd3f2a97423a1d9844fe3d331	tournament/umbral-agent-stack-d35-33863db/lane-openclaw-skill	SUBSUMED_DOCS	delta doc de protocolo PIT (archivado 2026-07-22); export hecho
9ef1e5fc79dcc723055de5773f9cfe27b48bc8b8	umbralbim-copilot-feat-p10-openclaw-broker	SUBSUMED_DOCS	PR #488 mergeado; runbook de main es superset estricto (+seccion 7.1); resto byte-identico
